p10-tep-6412,pro-059,0.0
p10-tep-6412,saf2010-15015,2.0
p021-06-e05,0833-0091,3.0
p011-08-e15,p021-06-e05,3.0
p011-08-e15,0833-0091,5.0
0863-0011,p021-06-e05,3.0
0863-0011,0833-0091,3.0
0886-0060,p021-06-e05,3.0
0886-0060,0833-0091,3.0
otri-08-fcie42,p021-06-e05,5.0
otri-08-fcie42,0833-0091,3.0
0858-0365,p021-06-e05,3.0
0858-0365,0833-0091,3.0
agl2010-21982-c02-01,p021-06-e05,0.0
agl2010-21982-c02-01,0833-0091,2.0
ffi2010-19022,p021-06-e05,2.0
ffi2010-19022,0833-0091,2.0
0815-0378,p021-06-e05,3.0
0815-0378,0833-0091,5.0
p10-tic-6220,p021-06-e05,2.0
p10-tic-6220,0833-0091,2.0
p052-08-e26,p021-06-e05,2.0
p052-08-e26,0833-0091,2.0
otri-08-fcie44,p021-06-e05,3.0
otri-08-fcie44,0833-0091,3.0
p10-tep-6412,p021-06-e05,0.0
p10-tep-6412,0833-0091,2.0
edu2010-16264,p10-sej-6672,2.0
p011-08-e15,edu2010-16264,2.0
p011-08-e15,p10-sej-6672,3.0
otri-08-fcie42,edu2010-16264,3.0
otri-08-fcie42,p10-sej-6672,0.0
0863-0011,edu2010-16264,3.0
0863-0011,p10-sej-6672,2.0
0886-0060,edu2010-16264,2.0
0886-0060,p10-sej-6672,0.0
0858-0365,edu2010-16264,2.0
0858-0365,p10-sej-6672,2.0
agl2010-21982-c02-01,edu2010-16264,0.0
agl2010-21982-c02-01,p10-sej-6672,3.0
ffi2010-19022,edu2010-16264,3.0
ffi2010-19022,p10-sej-6672,3.0
0815-0378,edu2010-16264,2.0
0815-0378,p10-sej-6672,2.0
p10-tic-6220,edu2010-16264,2.0
p10-tic-6220,p10-sej-6672,2.0
p052-08-e26,edu2010-16264,2.0
p052-08-e26,p10-sej-6672,3.0
otri-08-fcie44,edu2010-16264,3.0
otri-08-fcie44,p10-sej-6672,2.0
p10-tep-6412,edu2010-16264,2.0
p10-tep-6412,p10-sej-6672,2.0
p10-tep-5984,bfu2010-15690,2.0
0815-0378,p10-tep-5984,3.0
0815-0378,bfu2010-15690,2.0
0863-0011,p10-tep-5984,5.0
0863-0011,bfu2010-15690,2.0
p011-08-e15,p10-tep-5984,5.0
p011-08-e15,bfu2010-15690,2.0
otri-08-fcie42,p10-tep-5984,3.0
otri-08-fcie42,bfu2010-15690,5.0
0886-0060,p10-tep-5984,3.0
0886-0060,bfu2010-15690,2.0
